correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,0.0,durex,durxer,D ER K S ER,daxor,D AE K S ER,"['turks', 'dicks', 'dix', 'ducks', 'dux', 'decks', 'dykes', 'dikes', 'docs', 'docks']"
0.0,0.0,are,and,AE N D,and,AE N D,"['and', 'end', 'ant', 'aunt', 'earned', 'and', 'ran', 'owned', 'entered', 'anna', 'ana']"
0.0,0.0,end,edh,EH D,ed,EH D,"['add', 'aid', 'aide', 'id', 'eyed', 'eide', 'owed', 'ode', 'ede', 'air', 'err', 'heir', 'ere', 'eyre']"
1.0,1.0,head,hed,HH EH D,head,HH EH D,"['head', 'had', 'hade', 'hid', 'hide', 'hyde', 'heard', 'herd', 'heed', 'read', 'red', 'redd', 'reade']"
0.0,1.0,every,evey,IY V IY,av,EY V IY,"['eva', 'iva', 'ivy', 'avery', 'easy', 'eaves', 'eves', 'ovary', 'every', 'every']"
0.0,1.0,factory,facttoer,F AE K T OW ER,fecteau,F IH K T OW,"['facts', 'factor', 'factory', 'factors', 'factored', 'fracture', 'fracture', 'lactose', 'lactone', 'factories']"
0.0,0.0,farmer,frameman,F R EY M AH N,freyman,F R EY M AH N,"['freeman', 'foramen', 'famine', 'cayman', 'famous', 'freemen', 'daemon', 'damon', 'daman', 'lehmann', 'layman', 'laymen']"
0.0,0.0,father,farther,F AA R DH ER,farther,F AA R DH ER,"['farther', 'foreigner', 'farmer', 'feather', 'bother', 'further', 'fodder', 'farm', 'farce', 'fart']"
0.0,1.0,ferrari,farrari,F AA R AA R IY,farace,F AA R AA CH IY,"['ferrari', 'farsi', 'farley', 'forearm', 'forearm', 'carrara', 'firearm', 'karachi', 'marjorie', 'marjory']"
1.0,1.0,fire,fiyer,F AY ER,fire,F AY ER,"['fire', 'fire', 'pyre', 'foyer', 'buyer', 'file', 'sire', 'fine', 'fyke', 'meyer', 'meier', 'mire']"
0.0,0.0,france,fance,F AE N S,fans,F AE N Z,"['fans', 'fence', 'vance', 'franz', 'fanned', 'fax', 'facts', 'chance', 'hance', 'nance']"
0.0,0.0,frogmen's,frgmens,F R G M EH N Z,freemen's,F R IY M EH N Z,"['freemen', 'freshens']"
1.0,1.0,garden,gardon,G AA R D AH N,garden,G AA R D AH N,"['garden', 'gordon', 'pardon', 'harden', 'guarded', 'gotten', 'gardner', 'gardiner', 'cordon', 'gorton']"
0.0,0.0,geoff,goef,G OW F,gove,G OW V,"['guff', 'goff', 'goof', 'gaff', 'gaffe', 'goethe', 'gauche', 'goes', 'goat', 'goad']"
1.0,1.0,goodbye,good_by,G UH D B AY,goodbye,G UH D B AY,"['goodbye', 'goodbyes', 'goodly', 'mumbai', 'goodall', 'goodies', 'goody', 'goodie', 'goods', 'goodnight']"
0.0,0.0,her,here,HH IH R,hair,HH EH R,"['hair', 'hare', 'herr', 'hill', 'hire', 'rear', 'here', 'hear', 'haar', 'whore', 'hoar']"
1.0,1.0,him,im,IH M,him,IH M,"['him', 'aim', ""i'm"", 'am', ""i'm"", 'ohm', 'in', 'in', 'inn', 'ill']"
0.0,0.0,there,he,HH IY,he,HH IY,"['he', 'hey', 'hay', 're', 'rhee', 'ear', 'hoe', 'whoa', 'her', 'huh']"
0.0,1.0,his,he's,HH IY Z,he's,HH IY Z,"['hayes', 'haze', 'hays', 'ears', 'hose', 'hoes', 'hers', 'hers', 'has', 'his', 'his']"
1.0,1.0,holiday,holliday,HH AA L IH D EY,holiday,HH AA L IH D EY,"['holiday', 'holiday', 'khalid', 'hollering', 'holloway', 'holidays', 'hollered', 'hollowed', 'khalid', 'hollis']"
0.0,1.0,honda,hondor,HH AA N D ER,harner,HH AA R N ER,"['hondo', 'hinder', 'harder', 'condor', 'yonder', 'wander', 'fonder', 'ponder', 'hind', 'honda']"
0.0,0.0,i'd,id,IH D,id,IH D,"['id', 'aid', 'aide', 'it', 'it', 'add', 'eyed', 'eide', 'owed', 'ode']"
0.0,0.0,it,i,AY,i,AY,"['i', 'eye', 'aye', 'or', 'are', 'err', 'eure', 'by', 'buy', 'bye']"
0.0,1.0,i'll,ill,IH L,ill,IH L,"['ill', 'ale', 'ail', 'ell', 'al', 'earl', 'earle', 'isle', 'aisle', ""i'll""]"
0.0,1.0,i'll,ile,AY L,isle,AY L,"['isle', 'aisle', ""i'll"", 'ale', 'ail', 'ire', 'earl', 'earle', 'ill', 'al']"
1.0,0.0,i've,ive,AY V,i've,AY V,"['oeuvre', 'of', 'of', 'eve', 'yves', 'eave', ""i'm"", 'ike', 'eyed', 'eide']"
0.0,1.0,italy,itlay,IH T L EY,elaire,IH L EY R,"['outlay', 'inlay', 'attlee', 'really', 'italy', 'rely', 'outweigh', 'tray', 'trey', 'elroy']"
0.0,0.0,james,jame,JH EY M,gem,JH EH M,"['gem', 'jim', 'gym', 'germ', 'jam', 'jamb', 'jane', 'jain', 'jayne', 'jail']"
1.0,0.0,jane's,janes,JH EY N Z,jane's,JH EY N Z,"['chains', 'genes', 'jeans', 'gens', 'joins', 'jones', 'james', 'johns', 'junes', 'danes', 'deigns']"
1.0,1.0,japanese,japannese,JH AH P AE N IY Z,japanese,JH AE P AH N IY Z,"['japanese', 'japans', 'javanese', 'apaches', 'panties', 'japan']"
0.0,0.0,jean's,jeans,JH IY N Z,genes,JH IY N Z,"['genes', 'jeans', 'jones', 'gens', 'johns', 'joins', 'junes', 'deans', 'jeeves', 'jeers']"
1.0,1.0,joan,jone,JH OW N,joan,JH OW N,"['joan', 'gen', 'jun', 'gin', 'join', 'gene', 'jean', 'jeanne', 'gean', 'jane', 'jain', 'jayne']"
0.0,0.0,john's,john,JH AA N,john,JH AA N,"['john', 'jon', 'chon', 'jun', 'jain', 'gen', 'gin', 'joan', 'jan', 'jane', 'jain', 'jayne']"
0.0,0.0,john's,johns,JH AA N Z,johns,JH AA N Z,"['johns', 'gens', 'jones', 'genes', 'jeans', 'junes', 'dons', 'joins', 'jars', 'jobs']"
1.0,1.0,jones,johnes,JH OW N Z,jones,JH OW N Z,"['jones', 'gens', 'joins', 'genes', 'jeans', 'junes', 'johns', 'zones', 'moans', 'bones']"
1.0,0.0,jones's,joneses,JH OW N Z IH Z,jones's,JH OW N Z IH Z,"['lenses', 'dozes', 'noses', 'roses', 'poses', 'hoses', 'jennings', 'opposes', 'closes', 'sneezes']"
0.0,0.0,joyce's,joyce,JH OY S,joyce,JH OY S,"['joyce', 'joys', 'choice', 'voice', 'join', 'juice', 'noyce', 'royce', 'joss', 'jus']"
0.0,0.0,july,jluy,JH L AY,bligh,B L AY,"['bligh', 'eli', 'ely', 'fly', 'ally', 'sly', 'ally', 'alai', 'ply', 'rely']"
0.0,1.0,kidneys,kidney,K IH D N IY,kidney,K IH D N IY,"['kidney', 'sydney', 'sidney', 'cannery', 'cranny', 'cagney', 'crony', 'kidneys', 'kinney', 'kiddie']"
1.0,1.0,lead,led,L EH D,lead,L EH D,"['lead', 'led', 'lad', 'wed', 'laid', 'lade', 'let', 'lett', 'lid', 'lied']"
0.0,0.0,let's,lets,L EH T S,lets,L EH T S,"['lets', 'lats', 'lights', 'lesser', 'lessor', 'lots', 'lats', 'lex', 'lutes', 'metz']"
1.0,1.0,london,londen,L AH N D AH N,london,L AH N D AH N,"['london', 'linden', 'lyndon', 'landon', 'luncheon', 'linton', 'lindane', 'undone', 'londoner', 'mundane']"
0.0,1.0,london,londod,L AH N D AH D,landed,L AE N D AH D,"['landed', 'funded', 'london', 'hundred', 'wondered', 'londoner', 'landed', 'laundered', 'rounded', 'hunted']"
0.0,0.0,lone,long,L AO NG,long,L AO NG,"['long', 'wong', 'wrong', 'lung', 'ling', 'hmong', 'mong', 'yong', 'lang', 'tong']"
0.0,0.0,lucky,luckily,L AH K AH L IY,luckily,L AH K AH L IY,"['luckily', 'locally', 'legally', 'likely', 'mccullough', 'lawfully', 'vocally', 'macaulay', 'lovely', 'locals']"
1.0,0.0,macwilliams,macwillaims,M AH K W IH L EY M Z,macwilliams,M AH K W IH L Y AH M Z,[]
0.0,1.0,married,marrid,M EH R IH D,merritt,M EH R IH T,"['merritt', 'married', 'marriage', 'jared', 'marin', 'merrick', 'merit', 'meld', 'mend', 'mirrored']"
1.0,1.0,mary,marry,M EH R IY,mary,M EH R IY,"['mary', 'merry', 'marry', 'murray', 'marrow', 'mari', 'maury', 'nary', 'very', 'vary']"
1.0,1.0,meanwhile,mean_while,M IY N W AY L,meanwhile,M IY N W AY L,"['meanwhile', 'manuel', 'meantime', 'menial', 'penile', 'senile']"
0.0,0.0,monkeys,munces,M AH N S IH Z,minces,M IH N S IH Z,"['minces', 'mincers', 'menaces', 'menaces', 'minuses', 'munchies', 'mondays', 'mixes', 'fences', 'senses']"
0.0,1.0,motorbike,motor-bikes,M OW T ER B AY K S,motorbikes,M OW T ER B AY K S,"['motorbikes', 'motorbike']"
0.0,0.0,be,by,B AY,by,B AY,"['by', 'buy', 'bye', 'vie', 'pie', 'pye', 'bay', 'bey', 'bur', 'burr', 'birr']"
1.0,1.0,next,nexe,N EH K S,next,N EH K S,"['next', 'necks', 'knacks', 'nix', 'nicks', 'nyx', 'mex', 'knox', 'knocks', 'nukes']"
0.0,0.0,nicholls,nickals,N IH K AH L Z,nichols,N IH K AH L Z,"['nichols', 'nickels', 'nickles', 'knuckles', 'nipples', 'pickles', 'nibbles', 'sickles', 'tickles', 'nicholas']"
0.0,0.0,nose,nos,N AA S,knauss,N AO S,"['nice', 'gneiss', 'notch', 'ness', 'nurse', 'nice', 'niece', 'nous', 'noose', 'norse']"
0.0,1.0,note,noet,N OW AH T,mowat,M OW AH T,"['poet', 'node', 'moet', 'net', 'nett', 'naira', 'knit', 'nit', 'note', 'nut']"
0.0,0.0,oh,ow,OW,eau,OW,"['eau', 'aux', 'owe', 'rower', 'or', 'are', 'err', 'eure', 'i', 'eye', 'aye']"
0.0,1.0,once,ones,W AH N Z,ones,W AH N Z,"['ones', 'once', 'wins', 'wanes', 'wines', 'whines', 'shuns', 'tons', 'tonnes', 'nuns']"
0.0,0.0,won't,won,W AA N,won,W AA N,"['won', 'juan', 'wan', 'one', 'won', 'wine', 'whine', 'when', 'wen', 'when', 'win', 'wynn']"
1.0,1.0,outside,out_side,AW T S AY D,outside,AW T S AY D,"['outside', 'outsize', 'outrider', 'outset', 'outsider', 'outsides', 'outright', 'outweighed', 'outcry', 'outward']"
0.0,0.0,pleased,please,P L IY Z,please,P L IY Z,"['please', 'pleas', 'plays', 'fleas', 'flees', 'plies', 'plead', 'ploys', 'ploughs', 'sleaze']"
0.0,0.0,poem,pome,P OW M,foam,F OW M,"['foam', 'pom', 'pam', 'comb', 'combe', 'palm', 'poll', 'pole', 'gnome', 'nome']"
0.0,0.0,police,pollce,P OW L S,polce,P OW L S,"['polls', 'poles', 'pols', 'pulse', 'paroles', 'polk', 'polled', 'polar', 'pokes', 'polo']"
1.0,1.0,porky,paulkey,P AO L K IY,porky,P AO R K IY,"['porky', 'palsy', 'paltry', 'porgy', 'pauli', 'porker', 'corky', 'bulky', 'faulty', 'polka']"
1.0,1.0,prison,prisern,P R IH Z ER N,prison,P R IH Z AH N,"['prison', 'preserve', 'prisoner', 'preserver', 'prism', 'preserve', 'presume', 'preserve', 'preside', 'prisoner']"
0.0,0.0,ranger,rango,R AE NG G OW,rengo,R EH NG G OW,"['ringo', 'mango', 'tango', 'anger', 'durango', 'wrangler', 'ranker', 'lingo', 'ranked', 'manga']"
0.0,0.0,roy,roys,R OY Z,roy's,R OY Z,"['royce', 'rose', 'rows', 'roes', 'noise', 'noyes', 'toys', 'poise', 'joys', 'boys']"
0.0,0.0,royal,royl,R OY L,roil,R OY L,"['roil', 'soil', 'moyle', 'role', 'roll', 'toil', 'doyle', 'hoyle', 'royce', 'foil']"
0.0,0.0,shall,she,SH IY,she,SH IY,"['she', 'shea', 'chez', 'shay', 'show', 'shy', 'shah', 'shoe', 'shew', 'shoo']"
1.0,1.0,slaughterhouse,slaughthouse,S L AO T HH AW S,slaughterhouse,S L AO T ER HH AW S,"['slaughterhouse', 'storehouse', 'statehouse', 'lighthouse', 'steakhouse', 'schoolhouse', 'courthouse', 'longhouse', 'guesthouse']"
1.0,1.0,smoking,smocking,S M AA K IH NG,smoking,S M OW K IH NG,"['smoking', 'smacking', 'smirking', 'stocking', 'smarting', 'sparking', 'stalking', 'slogging', 'mocking', 'socking']"
0.0,0.0,so,show,SH OW,show,SH OW,"['show', 'she', 'shaw', 'shea', 'chez', 'shay', 'shoe', 'shew', 'shoo', 'shy']"
1.0,1.0,someone,some_one,S AH M W AH N,someone,S AH M W AH N,"['someone', 'somewhat', 'samoan', 'summon', 'somewhere', 'samson', 'sequin', 'simeon', 'simian', 'sultan']"
0.0,0.0,southwold,suothwode,S UW TH W OW D,southward,S AW TH W ER D,"['southward', 'swallowed']"
0.0,1.0,stanley,stanlay,S T AE N L EY,stanway,S T AE N W EY,"['stanley', 'steinway', 'sternly', 'stanza', 'stander', 'stands', 'stance', 'stand', 'stanch', 'strand']"
0.0,1.0,stranded,stranden,S T R AE N D AH N,strinden,S T R IH N D AH N,"['stranded', 'stanton', 'standup', 'stranding', 'scranton', 'stranded', 'strands', 'straddle', 'brandon', 'branden']"
0.0,0.0,stuart,sturt,S T ER T,stirred,S T ER D,"['stirred', 'stet', 'state', 'stat', 'skirt', 'stout', 'spurt', 'stirs', 'stern', 'sterne']"
0.0,0.0,switzerland,swizaland,S W IH Z AH L AH N D,swaziland,S W AA Z IH L AH N D,['swaziland']
0.0,0.0,sylvia,sylver,S IH L V ER,silver,S IH L V ER,"['silver', 'silva', 'sylvie', 'solver', 'sillier', 'sylph', 'solve', 'silk', 'sills', 'silt']"
1.0,0.0,tv,tv,T IY V IY,tv,T IY V IY,"['peavey', 'teeny', 'levy', 'tiki', 'davy', 'thievery', 'avery', 'treaty', 'diva', 'divvy']"
1.0,0.0,that's,thats,DH AE T S,that's,DH AE T S,"['hats', 'vats', 'bats', 'gnats', 'lats', 'chats', 'mats', 'matts', 'mattes', 'pats']"
0.0,0.0,they're,there,DH EH R,their,DH EH R,"['their', 'there', ""they'll"", 'them', 'then', 'hair', 'hare', 'herr', 'bear', 'bare']"
0.0,0.0,there,they,DH EY,they,DH EY,"['they', 'thee', 'thy', 'thur', 'though', 'tho', 'hey', 'hay', 'thou', 'bay', 'bey']"
0.0,1.0,they'll,their,DH EH R,their,DH EH R,"['their', 'there', ""they'll"", 'them', 'then', 'hair', 'hare', 'herr', 'bear', 'bare']"
0.0,0.0,there,ther,DH ER,thur,DH ER,"['thur', 'thy', 'they', 'though', 'tho', 'thee', 'thou', 'her', 'bur', 'burr', 'birr']"
0.0,1.0,thinking,thinkng,TH IH NG K NG,thinks,TH IH NG K S,"['thinks', 'thinker', 'thanking', 'think', 'thinking', 'sinking', 'thinkers', 'winking', 'linking', 'singing']"
0.0,0.0,toby,tobe,T OW B,tobe,T OW B,"['tope', 'tub', 'robe', 'tube', 'tab', 'toad', 'towed', 'toed', 'tome', 'toes', 'tows']"
0.0,0.0,tom's,toms,T AA M Z,toms,T AA M Z,"['toms', 'tums', 'times', 'arms', 'thames', 'tomes', 'tames', 'calms', 'terms', 'teams', 'teems']"
0.0,1.0,tommy,tomy,T OW M IY,tomey,T OW M IY,"['tummy', 'timmy', 'tammy', 'tami', 'tammie', 'tommy', 'tommie', 'tony', 'toni', 'komi']"
0.0,0.0,tonner,toner,T OW N ER,toner,T OW N ER,"['toner', 'donor', 'tenor', 'tenner', 'tony', 'toni', 'turner', 'tuner', 'tanner', 'tolar']"
0.0,1.0,triumph,triumh,T R AY AH M,tryon,T R AY AH N,"['trial', 'priam', 'time', 'trim', 'tram', 'triumph', 'timed', 'trine', 'yttrium', 'triage']"
0.0,0.0,triumph,trumh,T R AH M,drum,D R AH M,"['drum', 'trim', 'tram', 'crumb', 'trull', 'trudge', 'truck', 'from', 'arum', 'truss']"
0.0,0.0,troy,toy,T OY,toy,T OY,"['toy', 'roy', 'oyer', 'coy', 'toe', 'tow', 'hoy', 'soy', 'joy', 'to', 'two', 'too', 'tue']"
0.0,1.0,to,tow,T OW,toe,T OW,"['toe', 'tow', 'doe', 'dough', 'doh', 'to', 'row', 'roe', 'rowe', 'rho']"
0.0,1.0,watson,watston,W AA T S T AH N,waterston,W AO T ER S T AH N,"['watson', 'whetstone', 'winston', 'yachtsman', 'johnston', 'weston', 'wanton', 'boston', 'dotson', 'tungsten']"
0.0,0.0,what,wh't,W AH N T,windt,W IH N T,"['went', 'wont', ""won't"", 'want', 'irwin', 'want', 'once', 'ones', 'shunt', 'cunt']"
0.0,0.0,what's,what,W AH T,what,W AH T,"['what', 'wit', 'witt', 'whit', 'wet', 'whet', 'wert', 'weight', 'wait', 'waite']"
1.0,1.0,which,wiich,W IH CH,which,W IH CH,"['which', 'witch', 'wish', 'watch', 'watch', 'wis', 'wit', 'witt', 'whit', 'when', 'win', 'wynn']"
0.0,1.0,we'll,will,W IH L,will,W IH L,"['will', ""we'll"", 'whale', 'wail', 'wale', 'well', 'will', 'whirl', 'whorl', 'while', 'weill', 'wile']"
1.0,0.0,whoever's,whos_evers,HH UW S EH V ER Z,whoever's,HH UW EH V ER Z,"['whomever', 'whoever', 'whosoever', 'severs']"
0.0,0.0,wings,wing,W IH NG,wing,W IH NG,"['wing', 'wang', 'wong', 'ling', 'ching', 'ting', 'ming', 'ring', 'wring', 'thing']"
0.0,0.0,yard,ysid,IY S IH D,easib,IY S IH B,"['enid', 'reseed', 'eased', 'redid', 'rebid', 'eases', 'east', 'aces', 'aphid', 'aided']"
0.0,0.0,you're,your,Y UH R,your,Y UH R,"['your', 'jung', 'your', 'yore', 'sure', 'lure', 'year', 'tour', 'ruhr', 'moore', 'moor']"
0.0,0.0,and,an,AH N,an,AH N,"['an', 'in', 'in', 'inn', 'earn', 'urn', 'erne', 'an', 'ann', 'anne', 'ane']"
0.0,0.0,aboard,abroard,AH B R AO R D,abhorred,AH B HH AO R D,"['abhorred', 'abort', 'board', 'bored', 'broad', 'adored', 'afford', 'accord', 'award', 'abroad']"
0.0,1.0,about,a_bat,AH B AE T,abet,AH B EH T,"['abet', 'abut', 'about', 'abate', 'aback', 'batter', 'brat', 'abed', 'abort', 'abram']"
1.0,1.0,about,a_bout,AH B AW T,about,AH B AW T,"['about', 'abut', 'abet', 'abate', 'avowed', 'abort', 'bowed', 'pout', 'abode', 'bought', 'baht', 'bott']"
1.0,1.0,absolutely,absolutly,AE B S AH L UW T L IY,absolutely,AE B S AH L UW T L IY,"['absolutely', 'resolutely', 'absolutes', 'absolute']"
0.0,1.0,ache,ack,AE K,ack,AE K,"['eck', 'app', 'erk', 'irk', 'ike', 'oak', 'ache', 'eke', 'och', 'at']"
0.0,0.0,after,half,HH AE F,half,HH AE F,"['half', 'have', 'halve', 'hap', 'huff', 'hough', 'raff', 'hack', 'hath', 'hoof']"
1.0,1.0,again,a_gain,AH G EH N,again,AH G EH N,"['again', 'again', 'gan', 'akin', 'ken', 'gain', 'guin', 'gun', 'oven', 'agana']"
0.0,0.0,again,agan,EY G AH N,agan,EY G AH N,"['aden', 'adan', 'asian', 'aten', 'reagan', 'organ', 'raven', 'apron', 'akin', 'aiken']"
0.0,0.0,again,agian,EY JH IY AH N,aegean,EY JH IY AH N,"['aegean', 'avian', 'alien', 'adrian', 'achaean', 'evian', 'odeon', 'eighteen', 'eighteen', 'arian']"
1.0,1.0,ago,a_go,AH G OW,ago,AH G OW,"['ago', 'ergo', 'ego', 'argo', 'grow', 'gro', 'goer', 'agree', 'rugs', 'echo', 'eco']"
0.0,0.0,air,hare,HH EH R,hair,HH EH R,"['hair', 'hare', 'herr', 'hire', 'hell', 'helle', 'here', 'hear', 'error', 'rare']"
1.0,1.0,alive,alife,AH L AY F,alive,AH L AY V,"['alive', 'alike', 'aloof', 'align', 'aline', 'allies', 'alight', 'allied', 'elia', 'lifer']"
0.0,0.0,alley,ally,AH L AY,ally,AH L AY,"['ally', 'alai', 'ally', 'allay', 'eli', 'ely', 'allee', 'allow', 'sly', 'ply']"
1.0,1.0,allowed,alloud,AE L AW D,allowed,AH L AW D,"['allowed', 'aloud', 'allied', 'ploughed', 'cloud', 'rallied', 'glowered', 'flowered', 'alford', 'loud']"
1.0,1.0,almighty,almity,AA L M AH T IY,almighty,AO L M AY T IY,"['almighty', 'enmity', 'almaty', 'smutty', 'oddity', 'slutty', 'laity', 'comedy', 'ailment', 'manatee']"
1.0,1.0,alone,a_lone,AH L OW N,alone,AH L OW N,"['alone', 'elaine', 'align', 'aline', 'atone', 'sloan', 'sloane', 'clone', 'flown', 'blown']"
1.0,1.0,along,a_long,AH L AO NG,along,AH L AO NG,"['along', 'furlong', 'lawn', 'wrong', 'long', 'ling', 'lung', 'ailing', 'allying', 'allaying']"
1.0,1.0,alright,allright,AO L R AY T,alright,AO L R AY T,"['alright', 'alight', 'plight', 'slight', 'sleight', 'blight', 'flight', 'albright', 'fluorite', 'upright', 'upright']"
0.0,0.0,alright,arigh,ER AY,awry,ER AY,"['awry', 'rye', 'wry', 'array', 'lie', 'lye', 'psi', 'sigh', 'my', 'mai']"
0.0,0.0,alright,aright,ER AY T,right,R AY T,"['right', 'write', 'wright', 'rite', 'light', 'lite', 'site', 'sight', 'cite', 'might', 'mite']"
0.0,0.0,alright,arigth,ER AY TH,scythe,S AY TH,"['scythe', 'arise', 'eighth', 'arrive', 'oath', 'auth', 'eyes', 'ais', 'ayes', 'ice']"
0.0,0.0,alright,or_rit,AO R IH T,ehret,EH R IH T,"['orris', 'audit', 'orrin', 'orin', 'grit', 'brit', 'britt', 'orator', 'art', 'auditor']"
0.0,0.0,alright,orrigh,AO R AY,aura,AO R AH,"['aura', 'ora', 'henri', 'orth', 'pry', 'dry', 'oars', 'ores', 'cry', 'fry', 'frye', 'frei']"
0.0,0.0,alright,orright,AO R AY T,fright,F R AY T,"['fright', 'bright', 'trite', 'orator', 'rewrite', 'rewrite', 'light', 'lite', 'aunt', 'might', 'mite']"
1.0,1.0,also,allso,AO L S OW,also,AO L S OW,"['also', 'although', 'aldo', 'elsa', 'elsie', 'ulcer', 'alter', 'altar', 'alder', 'oreo']"
0.0,0.0,else,als,AE L Z,al's,AE L Z,"['els', 'ells', 'ills', 'earls', 'isles', 'aisles', 'owls', 'oles', 'ales', 'ails']"
0.0,1.0,altar,alter,AO L T ER,alter,AO L T ER,"['alter', 'altar', 'alder', 'alt', 'auster', 'ort', 'alta', 'aunt', 'realtor', 'aust']"
1.0,1.0,always,all_ways,AO L W EY Z,always,AO L W EY Z,"['always', 'always', 'railways', 'hallways', 'airways', 'alters', 'altars', 'outweighs', 'byways', 'highways']"
1.0,1.0,always,allways,AO L W EY Z,always,AO L W EY Z,"['always', 'always', 'railways', 'hallways', 'airways', 'alters', 'altars', 'outweighs', 'byways', 'highways']"
0.0,0.0,ambulance,amberless,AE M B ER L AH S,ambitious,AE M B IH SH AH S,"['ambitious', 'nablus', 'amaryllis', 'ambience', 'ambiance', 'amorous']"
