correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,0.0,as,ass,AE S,ass,AE S,['ass']
0.0,0.0,have,has,HH AH Z,has,HH AH Z,['has']
0.0,0.0,asked,arsed,AA R S T,,,[]
0.0,0.0,asks,ask,AE S K,ask,AE S K,['ask']
0.0,0.0,asking,arsking,AA R S K IH NG,,,[]
0.0,0.0,asleep,a_seph,AH S EH F,,,[]
1.0,1.0,asleep,a_sleep,AH S L IY P,asleep,AH S L IY P,['asleep']
0.0,0.0,at,are,AA R,are,AA R,"['are', 'our']"
0.0,0.0,ate,eat,IY T,eat,IY T,['eat']
0.0,0.0,ate,et,EH T,,,[]
0.0,0.0,ate,ete,IY T,eat,IY T,['eat']
0.0,0.0,attack,atack,EY T AE K,,,[]
0.0,0.0,attend,atened,EY T AH N D,aten,EY T AH N,['aten']
0.0,0.0,author's,others,AH DH ER Z,others,AH DH ER Z,['others']
0.0,0.0,autumn,aount,AW N T,oust,AW S T,['oust']
0.0,0.0,autumn,autunm,AO T AH N M,,,[]
1.0,1.0,away,a_way,AH W EY,away,AH W EY,['away']
0.0,0.0,awful,alfull,AE L F AH L,algal,AE L G AH L,['algal']
1.0,1.0,babies,babyes,B EY B IY Z,babies,B EY B IY Z,['babies']
0.0,0.0,babies,babyis,B EY B IY IH S,babyish,B EY B IY IH SH,['babyish']
0.0,0.0,baby,babby,B AE B IY,baggy,B AE G IY,"['baggy', 'baggie']"
0.0,0.0,back,bake,B EY K,bake,B EY K,['bake']
1.0,1.0,back,bakh,B AE K,back,B AE K,['back']
0.0,0.0,back,doc,D AA K,doc,D AA K,"['doc', 'dock']"
0.0,0.0,barbed,barb,B AA R B,barb,B AA R B,['barb']
0.0,1.0,bare,bear,B EH R,bear,B EH R,"['bear', 'bare']"
0.0,0.0,barn,bran,B R AE N,bran,B R AE N,['bran']
0.0,0.0,basket,barscket,B AA R S K AH T,marketer,M AA R K AH T ER,['marketer']
0.0,0.0,basket,basckek,B AE S K EH K,,,[]
0.0,0.0,basket,baskek,B AE S K IH K,,,[]
0.0,0.0,baths,bath,B AE TH,bath,B AE TH,['bath']
0.0,0.0,meet,me,M IY,me,M IY,['me']
0.0,0.0,was,we,W IY,we,W IY,"['we', 'wee', 'oui', 'wii']"
0.0,0.0,beat,pit,P IH T,pit,P IH T,"['pit', 'pitt']"
0.0,0.0,beating,beting,B EH T IH NG,betting,B EH T IH NG,['betting']
0.0,0.0,beautiful,beaufiful,B OW F IH F AH L,biphenyl,B IH F AH N AH L,['biphenyl']
0.0,0.0,became,bacam,B AE K AH M,,,[]
1.0,1.0,because,becaues,B IH K AW Z,because,B IH K AA Z,['because']
0.0,0.0,because,becouse,B IH K AW S,,,[]
0.0,0.0,bedrooms,bed_room,B EH D R UW M,bedroom,B EH D R UW M,['bedroom']
1.0,1.0,beef,bf,B IY EH F,beef,B IY F,['beef']
0.0,0.0,been,bean,B IY N,bean,B IY N,['bean']
0.0,0.0,been,bine,B AY N,bane,B EY N,['bane']
1.0,1.0,before,be_for,B IH F AO R,before,B IH F AO R,['before']
1.0,1.0,before,befor,B IH F AO R,before,B IH F AO R,['before']
0.0,0.0,behind,behed,B EH HH EH D,behead,B IH HH EH D,['behead']
0.0,0.0,behind,behism,B IH HH IH Z AH M,,,[]
0.0,0.0,being,been,B IH N,been,B IH N,"['been', 'been', 'bin']"
0.0,0.0,bellringing,bell_ringing,B EH L R IH NG IH NG,bringing,B R IH NG IH NG,['bringing']
0.0,0.0,belongs,belong,B IH L AO NG,belong,B IH L AO NG,['belong']
0.0,0.0,bending,bend_in,B EH N D IH N,,,[]
0.0,0.0,best,beets,B IY T S,beats,B IY T S,"['beats', 'beets']"
0.0,0.0,better,bet,B EH T,bet,B EH T,['bet']
0.0,0.0,better,beter,B IY T ER,beater,B IY T ER,['beater']
0.0,0.0,better,beththe,B EH TH,beth,B EH TH,['beth']
0.0,1.0,beverley,beverly,B EH V ER L IY,beverly,B EH V ER L IY,"['beverly', 'beverley']"
0.0,0.0,beware,bewere,B Y UW ER,,,[]
0.0,0.0,bicycles,bciyle,B S IY L,seal,S IY L,"['seal', 'seel']"
0.0,0.0,big,bing,B IH NG,,,[]
0.0,0.0,big-headed,big_haded,B AY G EY D IH D,migrated,M AY G R EY T IH D,['migrated']
0.0,0.0,bigger,biger,B AY G ER,biker,B AY K ER,['biker']
0.0,0.0,biggest,bigest,B AY JH EH S T,digests,D AY JH EH S T S,"['digests', 'digests']"
0.0,1.0,billed,build,B IH L D,build,B IH L D,"['build', 'billed']"
0.0,0.0,bird,brid,B R IH D,braid,B R EY D,['braid']
0.0,0.0,biscuits,biccuits,B IH K AH T S,bigots,B IH G AH T S,['bigots']
0.0,0.0,bitten,biten,B AY T AH N,biden,B AY D AH N,['biden']
0.0,0.0,blew,blow,B L OW,blow,B L OW,['blow']
1.0,1.0,bloody,bludy,B L UW D IY,bloody,B L AH D IY,['bloody']
0.0,0.0,blossom,blossm,B L AO S AH M,balsam,B AO L S AH M,['balsam']
0.0,0.0,boasting,bosting,B AA S T IH NG,fostering,F AA S T ER IH NG,['fostering']
1.0,1.0,bodies,bodys,B AA D IY Z,bodies,B AA D IY Z,['bodies']
0.0,0.0,body,bod,B AA D,,,[]
0.0,0.0,booze,bouse,B AW S,bouse,B AW S,['bouse']
1.0,1.0,borrowed,borrowd,B AA R OW D,borrowed,B AA R OW D,['borrowed']
0.0,0.0,bottom,botton,B AA T AH N,,,[]
0.0,0.0,boy,buy,B AY,by,B AY,"['by', 'buy', 'bye']"
0.0,0.0,boy's,boys,B OY Z,boys,B OY Z,['boys']
1.0,1.0,boyfriend,boy_friend,B OY F R EH N D,boyfriend,B OY F R EH N D,['boyfriend']
1.0,1.0,boyfriend,boyfreind,B OY F R AY N D,boyfriend,B OY F R EH N D,['boyfriend']
1.0,1.0,boyfriend,boyfrend,B OY F R EH N D,boyfriend,B OY F R EH N D,['boyfriend']
0.0,0.0,boyfriend's,boyfrends,B OY F R EH N D Z,boyfriends,B OY F R EH N D Z,['boyfriends']
1.0,1.0,boys,boy's,B OY Z,boys,B OY Z,['boys']
0.0,1.0,brakes,breaks,B R EY K S,breaks,B R EY K S,"['breaks', 'brakes']"
0.0,0.0,bran,brain,B R EY N,brain,B R EY N,['brain']
0.0,0.0,bravest,bravist,B R AE V IH S T,trappist,T R AE P IH S T,['trappist']
0.0,0.0,breadcrumbs,bred_crumes,B R EH D K R UW M Z,bedrooms,B EH D R UW M Z,['bedrooms']
0.0,0.0,break,brack,B R AE K,braque,B R AE K,['braque']
0.0,0.0,break,brick,B R IH K,brick,B R IH K,['brick']
1.0,1.0,breakfast,brecfast,B R EH K F AH S T,breakfast,B R EH K F AH S T,['breakfast']
1.0,1.0,breaks,brakes,B R EY K S,breaks,B R EY K S,"['breaks', 'brakes']"
1.0,1.0,breeze,breez,B R IY Z,breeze,B R IY Z,['breeze']
0.0,0.0,broken,brocken,B R AA K AH N,,,[]
0.0,0.0,brother,borther,B AO R DH ER,,,[]
0.0,0.0,brothers,brother,B R AH DH ER,brother,B R AH DH ER,['brother']
0.0,0.0,brought,broug,B R AW G,,,[]
0.0,0.0,brought,brough,B R AW,brow,B R AW,['brow']
0.0,0.0,brussels,brus,B R AH S,,,[]
0.0,0.0,brussels,brusels,B R UW S AH L Z,,,[]
1.0,1.0,brussels,brusls,B R AH S AH L Z,brussels,B R AH S AH L Z,['brussels']
0.0,0.0,brussels,brust,B R AH S T,,,[]
1.0,1.0,bubbles,bubbals,B AH B AH L Z,bubbles,B AH B AH L Z,['bubbles']
1.0,1.0,build,billd,B IH L D,build,B IH L D,"['build', 'billed']"
1.0,1.0,build,billed,B IH L D,build,B IH L D,"['build', 'billed']"
0.0,0.0,build,buld,B AH L D,blurred,B L ER D,['blurred']
1.0,1.0,building,billding,B IH L D IH NG,building,B IH L D IH NG,['building']
1.0,1.0,built,bilt,B IH L T,built,B IH L T,['built']
0.0,0.0,built,buit,B Y UW T,butte,B Y UW T,"['butte', 'bute']"
0.0,0.0,bullet,bolot,B OW L AH T,,,[]
0.0,0.0,bullet,bulet,B UW L IH T,,,[]
0.0,0.0,bullet,bulete,B UW L IY T,,,[]
0.0,0.0,buried,bered,B IH R D,beard,B IH R D,['beard']
0.0,0.0,burn,brun,B R AH N,,,[]
0.0,0.0,by,bihr,B IH R,beer,B IH R,['beer']
0.0,0.0,knife,kiffe,K IH F,,,[]
1.0,1.0,called,cald,K AO L D,called,K AO L D,['called']
0.0,0.0,could,call,K AO L,call,K AO L,"['call', 'caul']"
1.0,1.0,called,calld,K AO L D,called,K AO L D,['called']
0.0,0.0,called,could,K UH D,could,K UH D,['could']
1.0,1.0,calmed,carmd,K AA R M D,calmed,K AA L M D,['calmed']
0.0,0.0,calmer,comer,K AH M ER,comer,K AH M ER,['comer']
0.0,0.0,came,cam,K AE M,cam,K AE M,['cam']
0.0,0.0,coming,come,K AH M,come,K AH M,"['come', 'cum']"
0.0,0.0,came,kom,K AA M,com,K AA M,"['com', 'calm', 'comm', 'qom']"
0.0,0.0,came,kum,K AH M,come,K AH M,"['come', 'cum']"
0.0,0.0,can,came,K EY M,came,K EY M,['came']
0.0,0.0,can,cane,K EY N,kane,K EY N,"['kane', 'cane', 'cain', 'caine', 'kain']"
0.0,1.0,can't,cant,K AE N T,cant,K AE N T,"['cant', 'kant', ""can't""]"
0.0,0.0,can't,canth,K AE N TH,,,[]
0.0,0.0,can't,carn't,K AA R N T,karst,K AA R S T,['karst']
0.0,0.0,can't,carnt,K AA R N T,karst,K AA R S T,['karst']
1.0,1.0,candlestick,candle_stick,K AE N D AH L S T IH K,candlestick,K AE N D AH L S T IH K,['candlestick']
0.0,1.0,cane,cain,K EY N,kane,K EY N,"['kane', 'cane', 'cain', 'caine', 'kain']"
0.0,0.0,cannot,can_not,K AE N AH T,,,[]
0.0,0.0,cannot,connot,K AA N AH T,comet,K AA M AH T,['comet']
0.0,0.0,captain,captian,K AE P SH AH N,caption,K AE P SH AH N,['caption']
1.0,1.0,captain,captman,K AE P T M AH N,captain,K AE P T AH N,['captain']
0.0,0.0,captain,catptman,K AE T M AH N,,,[]
0.0,0.0,captain,cpn,S IY P IY EH N,cps,S IY P IY EH S,['cps']
0.0,0.0,car,star,S T AA R,star,S T AA R,"['star', 'starr']"
0.0,0.0,career,carrer,K AA R ER,,,[]
1.0,1.0,careful,carefull,K EH R F AH L,careful,K EH R F AH L,['careful']
0.0,0.0,careful,carful,K AA R F AH L,carpal,K AA R P AH L,['carpal']
0.0,0.0,careful,carfull,K AA R F AH L,carpal,K AA R P AH L,['carpal']
0.0,0.0,carefully,caresll,K EH R AH S AH L,caramel,K EH R AH M AH L,['caramel']
0.0,0.0,carried,cared,K EH R D,cared,K EH R D,['cared']
0.0,0.0,carried,carred,K AA R D,card,K AA R D,['card']
1.0,1.0,carried,carrid,K AE R IH D,carried,K AE R IY D,['carried']
0.0,0.0,carrying,carring,K AA R IH NG,,,[]
0.0,0.0,castle,carlsat,K AA R L S AE T,,,[]
0.0,0.0,castle,carsal,K AA R S AH L,consul,K AA N S AH L,['consul']
0.0,0.0,castle,carsell,K AA R S AH L,consul,K AA N S AH L,['consul']
0.0,0.0,castle,cartal,K AA R T AH L,,,[]
0.0,0.0,castle,cartill,K AA R T IH L,,,[]
0.0,0.0,castle,cartsel,K AA R T S AH L,cartilage,K AA R T AH L AH JH,['cartilage']
0.0,0.0,castle,catal,K AH T AA L,,,[]
0.0,0.0,castle,catsal,K AE T S AH L,,,[]
0.0,0.0,cat's,cats,K AE T S,cats,K AE T S,['cats']
0.0,0.0,catch,cash,K AE SH,cash,K AE SH,"['cash', 'cache']"
0.0,0.0,catch,chach,CH AE CH,church,CH ER CH,['church']
0.0,0.0,caught,caugh,K AO,caw,K AO,['caw']
0.0,0.0,caught,cort,K AO R T,court,K AO R T,['court']
1.0,1.0,caught,cought,K AO T,caught,K AO T,['caught']
0.0,0.0,celebrated,celebrate,S EH L AH B R EY T,celebrate,S EH L AH B R EY T,['celebrate']
0.0,0.0,chain,choin,CH OY N,,,[]
1.0,1.0,chair,chere,CH EH R,chair,CH EH R,['chair']
0.0,0.0,changed,cage,K EY JH,cage,K EY JH,['cage']
0.0,0.0,character,characte,K EH R IH K T,,,[]
1.0,1.0,character,charickter,K EH R IH K T ER,character,K EH R IH K T ER,['character']
0.0,0.0,charged,change,CH EY N JH,change,CH EY N JH,['change']
0.0,0.0,cheerio,cheeroh,CH IH R OW,cheery,CH IH R IY,['cheery']
0.0,0.0,chew,chow,CH AW,ciao,CH AW,"['ciao', 'chow']"
1.0,1.0,children,chidren,CH IH D R AH N,children,CH IH L D R AH N,['children']
0.0,0.0,children's,childrenes,CH AY L D R IY N Z,,,[]
0.0,0.0,chimney,cimbenr,S IH M B EH N ER,,,[]
0.0,0.0,chirped,cherped,CH ER P T,chipped,CH IH P T,['chipped']
0.0,0.0,choosing,ching,CH IH NG,ching,CH IH NG,['ching']
0.0,0.0,chosen,choosen,CH UW Z AH N,,,[]
0.0,0.0,christmas,christman,K R IH S T M AH N,,,[]
1.0,1.0,cinema,cinama,S IH N AE M AH,cinema,S IH N AH M AH,['cinema']
0.0,0.0,cinema,cinma,S IH N M AH,sigma,S IH G M AH,['sigma']
1.0,1.0,circus,sercus,S ER K AH S,circus,S ER K AH S,['circus']
0.0,0.0,classes,classis,K L AE S IH S,,,[]
0.0,0.0,clatter,clater,K L EY T ER,,,[]
0.0,0.0,claws,clors,K L AO R Z,,,[]
0.0,0.0,clean,clearn,K L IH R N,clears,K L IH R Z,['clears']
0.0,0.0,clean,glean,G L IY N,glean,G L IY N,['glean']
0.0,0.0,cleaned,clean,K L IY N,clean,K L IY N,['clean']
1.0,1.0,cleaned,cleand,K L IY N D,cleaned,K L IY N D,['cleaned']
0.0,0.0,climb,clim,K L IH M,,,[]
1.0,1.0,climb,clime,K L AY M,climb,K L AY M,['climb']
0.0,0.0,climbed,cimed,S AY M D,signed,S AY N D,['signed']
