correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,0.0,absurd,absred,AH B Z R EH D,absorbed,AH B Z AO R B D,[]
0.0,0.0,absurd,absurb,AH B S ER B,suburbs,S AH B ER B Z,[]
0.0,0.0,absurd,absurbe,AH B S ER B,suburbs,S AH B ER B Z,[]
1.0,0.0,absurd,absurbed,AH B S ER B D,absurd,AH B S ER D,[]
0.0,0.0,absurd,absurded,AH B S ER D IH D,subsided,S AH B S AY D IH D,[]
0.0,0.0,absurd,absured,AH B SH UH R D,assured,AH SH UH R D,[]
1.0,0.0,absurd,absurred,AH B S ER D,absurd,AH B S ER D,[]
0.0,0.0,absurd,aburd,AH B ER D,bayard,B EY ER D,[]
0.0,0.0,absurd,aburve,AH B ER V,bereave,B ER IY V,[]
0.0,0.0,absurd,adsurbed,AH D S ER B D,underbid,AH N D ER B IH D,[]
0.0,0.0,absurd,apserved,AE P S ER V D,survived,S ER V AY V D,[]
0.0,0.0,absurd,apubed,AH P Y UW B D,puder,P Y UW D ER,[]
1.0,0.0,absurd,obsurd,AH B S ER D,absurd,AH B S ER D,[]
0.0,0.0,absurd,obsured,AH B SH UH R D,assured,AH SH UH R D,[]
1.0,0.0,abundance,abundence,AH B AH N D AH N S,abundance,AH B AH N D AH N S,[]
1.0,0.0,abundant,abundent,AH B AH N D AH N T,abundant,AH B AH N D AH N T,[]
0.0,0.0,abuse,abouse,AH B AW S,bouts,B AW T S,[]
1.0,0.0,academic,accademic,AE K AH D EH M IH K,academic,AE K AH D EH M IH K,[]
0.0,0.0,academic,acedemic,AE S AH D EH M IH K,academically,AE K AH D EH M IH K L IY,[]
