correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,celsius,celcius,S EH L S IY IH S,celsius,S EH L S IY AH S,"['celsius', 'silvius', 'solstice', 'sexless', ""sellars's"", 'selfless', 'senseless', 'sightseeing', 'sextus', 'cellstar']"
0.0,0.0,champagne,champange,CH AE M P AE N JH,sampans,S AE M P AE N Z,"['sampans', 'samaranch', 'champagnes', 'tampons', 'dampened', 'campaigns', ""campaign's"", 'campaigned', 'rampant', ""lampoon's""]"
1.0,1.0,connecticut,conneticut,K AH N EH T AH K AH T,connecticut,K AH N EH T AH K AH T,"['connecticut', 'conn.', 'canonical', 'copernicus', 'copernican', 'construct', 'constrict', 'confederate', 'contested', 'contented']"
0.0,1.0,cypriot,cyprian,S IH P R IY AH N,cyprian,S IH P R IY AH N,"['cyprian', 'cypriot', 'cypriot', 'symbion', 'sippican', 'zairian', 'superman', 'ceridian', 'sarafian', 'siverson', 'syverson']"
0.0,1.0,ellis,eles,EH L EH S,ellesse,EH L EH S,"['ellesse', 'ls', 'ellis', 'ellice', 'elyse', 'sos', 'pless', 'etess', 'elks', 'elkes']"
0.0,0.0,enlist,enlish,EH N L IH SH,english,IH NG L IH SH,"['english', 'unleash', 'enmesh', 'enrich', 'emling', 'eplin', 'elfish', 'entin', 'echlin', 'eblin']"
1.0,1.0,european,europian,Y UH R OW P IY AH N,european,Y UH R AH P IY AH N,"['european', 'europium', 'utopian', 'utopias', 'mooradian', 'fallopian', 'hagopian', 'ethiopian', 'europeans', ""europeans'""]"
0.0,0.0,european,eurpean,ER P IY N,earlene,ER L IY N,"['earlene', 'erlene', 'urbane', 'urbain', 'spain', 'urban', 'upon', 'open', 'eappen', 'opine']"
0.0,0.0,european,eurpoean,ER P OW IY AH N,spoken,S P OW K AH N,"['spoken', 'spoden', 'upperman', 'epperson', 'apperson', 'ecogen', 'indian', 'opperman', 'oppermann', 'andean']"
1.0,1.0,europeans,europians,Y UH R OW P IY AH N Z,europeans,Y UH R AH P IY AH N Z,"['europeans', ""europeans'"", 'utopians', 'ethiopians', 'european', 'europium', 'scorpions', 'olympians', 'romanians', 'utopian']"
0.0,0.0,february,febuary,F EH B EH R IY,fedeli,F EH D EH L IY,"['fedeli', 'mayberry', 'maybury', 'seaberry', 'seabury', 'tiberi', 'maberry', 'ferreiro', 'ferrero', 'deberry']"
1.0,1.0,flemish,flemmish,F L EH M IH SH,flemish,F L EH M IH SH,"['flemish', 'blemish', 'fleming', 'flemming', 'flattish', 'fremin', 'flaming', 'flaring', 'fledging', 'clannish']"
1.0,1.0,franciscan,fransiscan,F R AE N Z IH S K AH N,franciscan,F R AE N S IH S K AH N,"['franciscan', ""francisco's"", 'transaction', 'franciscans', 'transmission', 'transection', 'francisco', 'francesca', 'transitions', 'grandison']"
1.0,1.0,franciscans,fransiscans,F R AE N S IH S K AH N Z,franciscans,F R AE N S IH S K AH N Z,"['franciscans', ""francisco's"", 'franciscan', 'francisco']"
0.0,0.0,game,gae,G EY,gay,G EY,"['gay', 'gai', 'gaye', 'guay', 'ghee', 'gyi', 'nghi', 'guy', 'gae', 'ngai']"
0.0,0.0,galatians,galations,G AH L EY SH AH N Z,malaysians,M AH L EY ZH AH N Z,"['malaysians', 'relations', 'summations', 'solutions', 'collisions', 'deletions', 'commissions', ""commission's"", 'collegians', 'gyrations']"
1.0,1.0,gandhi,ghandi,G AA N D IY,gandhi,G AA N D IY,"['gandhi', 'ghandi', 'condie', 'gundy', 'gonder', 'gonda', 'gandee', 'gandy', 'bondi', 'bondy']"
0.0,0.0,going,gogin,G OW G IH N,gogan,G OW G AH N,"['gogan', 'gauguin', 'googin', 'goggin', 'gobain', 'gobin', 'godin', 'goshen', 'rogin', 'cogan', 'kogan']"
1.0,1.0,guatemala,guatamala,G W AA T AH M AA L AH,guatemala,G W AA T AH M AA L AH,"['guatemala', 'guacamole', 'guatemalan', ""guatemala's"", 'bottomless', 'wattleton', 'etymology', 'guatemalans']"
1.0,1.0,guatemalan,guatamalan,G W AA T AH M AA L AH N,guatemalan,G W AA T AH M AA L AH N,"['guatemalan', ""guatemala's"", 'guatemala', 'guatemalans', 'wattleton']"
1.0,1.0,guinness,guiness,G IH N AH S,guinness,G IH N AH S,"['guinness', 'guiness', 'gayness', 'gainous', 'gintz', 'linnas', 'ganas', ""ghana's"", 'guineas', 'ganus']"
1.0,1.0,israelis,israelies,IH Z R AH L IY Z,israelis,IH Z R EY L IY Z,"['israelis', ""israeli's"", ""israelis'"", 'israelite', 'enrollees', ""angeles'"", ""pirelli's"", 'atrophies', 'emeralds', ""israel's""]"
0.0,0.0,ithaca,ihaca,AY HH AA K AH,akaka,AH K AA K AH,"['akaka', 'allocca', 'iwaki', 'ahsahka', 'osaka', ""iraq's"", 'isola', 'luaka', 'ivaco', 'erbacher']"
0.0,0.0,jacques,jaques,JH AE K S,jacks,JH AE K S,"['jacks', ""jack's"", ""jacques'"", 'jaques', 'jex', 'japs', 'jerks', 'jokes', 'jakes', ""jake's""]"
0.0,0.0,japanese,japanes,JH AH P EY N Z,japans,JH AH P AE N Z,"['japans', ""japan's"", ""germain's"", ""mccain's"", 'cheapens', 'gibbins', 'jerkins', 'gubbins', 'jergens', 'juergens', 'jurgens']"
0.0,0.0,joseph,jospeh,JH AA S P AH,giampa,JH AA M P AH,"['giampa', 'jesper', 'jasper', 'justa', 'gasca', 'gaska', 'cosper', 'vespa', 'darpa', 'tasca']"
1.0,1.0,judaism,juadaism,W AA D EY IH Z AH M,judaism,JH UW D EY IH Z AH M,"['judaism', 'judaism', 'waddington', 'cardizem', 'dualism', 'statism', 'elitism', 'idealism', 'modernism', 'sadism']"
0.0,0.0,judaism,juadism,W AA D IH Z AH M,sadism,S EY D IH Z AH M,"['sadism', 'buddhism', 'monism', 'modicum', 'pietism', 'yogiism', 'nazism', 'racism', 'tourism', 'jainism']"
1.0,1.0,libya,lybia,L IH B IY AH,libya,L IH B IY AH,"['libya', 'livia', 'lobbia', 'lydia', 'tibia', 'linnea', 'licea', 'rubbia', 'robia', 'lamia']"
1.0,1.0,malcolm,malcom,M AE L K AH M,malcolm,M AE L K AH M,"['malcolm', 'malcom', 'malcomb', 'balcom', 'balkcom', 'talcum', 'halcomb', 'malsom', 'welcome', 'wellcome']"
0.0,0.0,maltese,maltesian,M AO L T IY ZH AH N,cartesian,K AA R T IY ZH AH N,"['cartesian', 'mortician', 'multiline', 'halterman', 'saltsman', 'saltzman', 'malvinas', 'mouradian', 'millington', 'wallington']"
1.0,1.0,massachusetts,massachussets,M AE S AH CH UW S AH T S,massachusetts,M AE S AH CH UW S AH T S,"['massachusetts', 'mass.', ""massachusetts'"", 'massachussetts']"
1.0,1.0,massachusetts,massachussetts,M AE S AH CH UW S AH T S,massachusetts,M AE S AH CH UW S AH T S,"['massachusetts', 'mass.', ""massachusetts'"", 'massachussetts']"
1.0,1.0,mediterranean,mediteranean,M EH D IH T ER EY N IY AH N,mediterranean,M EH D AH T ER EY N IY AH N,"['mediterranean', 'meditations']"
1.0,1.0,michigan,michagan,M IH SH AA G AA N,michigan,M IH SH IH G AH N,"['michigan', 'michelin', 'micheline', 'mishawaum', 'milligan', 'hanagan', 'riphagen', 'gahagan', 'dunagan', 'meszaros']"
0.0,1.0,veranda,meranda,M ER AE N D AH,miranda,M ER AE N D AH,"['miranda', 'maranda', 'marando', 'veranda', 'meranda', 'faranda', 'koranda', 'maranto', 'meander', 'granda']"
1.0,1.0,mississippi,missisipi,M IH S IH S IH P IY,mississippi,M IH S IH S IH P IY,"['mississippi', 'mississauga', 'vicinity', 'millicent', 'milicent', 'ministry', 'missteps', 'wisinski', 'lesinski', 'misspent']"
1.0,1.0,mississippi,missisippi,M IH S IH S IH P IY,mississippi,M IH S IH S IH P IY,"['mississippi', 'mississauga', 'vicinity', 'millicent', 'milicent', 'ministry', 'missteps', 'wisinski', 'lesinski', 'misspent']"
1.0,1.0,missouri,misouri,M AH Z UH R IY,missouri,M AH Z UH R IY,"['missouri', 'maseri', 'mezuzah', 'mercuri', 'mazzoli', 'matures', 'mcgeary', 'mcgarry', 'mcgary', 'metairie']"
0.0,0.0,muslim,mohammedan,M OW HH AE M AH D AH N,mohammed,M OW HH AE M IH D,"['mohammed', 'ramadan', 'samedan', 'hamblen', 'hamilton', 'amundson', ""hamilton's"", 'hamiltons', 'hamdan', 'hamdun']"
0.0,0.0,muslim,muhammadan,M UH HH AA M AH D AH N,muhammad's,M UH HH AA M AH D Z,"[""muhammad's"", ""muhamed's"", ""muhammed's"", 'mohamadi', 'armageddon', 'homicidal', 'osmundson', 'muhamed', 'muhammed', 'ombudsman']"
0.0,0.0,muslims,mohammedans,M OW HH AE M AH D AH N Z,hamilton's,HH AE M AH L T AH N Z,"[""hamilton's"", 'hamiltons']"
0.0,0.0,nazareth,nazereth,N EY Z ER IH TH,naismith,N EY Z M IH TH,"['naismith', 'naismith', 'nesmith', 'neighbouring', 'neighboring', 'naisbitt', 'naisbitt', 'naderite', 'majoring', 'nesbitt']"
0.0,0.0,newfoundland,foundland,F AW N D L AH N D,wendland,W EH N D L AH N D,"['wendland', 'fredlund', 'freedland', 'friedland', 'pentland', 'wantland', 'wentland', 'wendlandt', 'dandurand', 'ranchland']"
1.0,1.0,nuremberg,nuremburg,N UH R AH M B ER G,nuremberg,N UH R AH M B ER G,"['nuremberg', 'norenberg', 'nirenberg', 'nerenberg', 'nierenberg', 'scharenberg', 'calemburg', 'bahrenburg', 'wehrenberg', 'knippenberg']"
0.0,1.0,original,orginal,AO R JH AH N AH L,arsenal,AA R S AH N AH L,"['arsenal', 'oriental', 'virginal', 'organum', 'original', 'optional', 'orbital', 'regional', 'orphanage', 'arbuckle']"
0.0,0.0,palestinian,palistian,P AH L IH S CH AH N,policeman,P AH L IY S M AH N,"['policeman', 'policemen', 'celestial', 'sebastian', 'suggestion', 'holliston', 'gullickson', 'gullikson', 'talisman', 'collignon']"
1.0,1.0,palestinian,palistinian,P AE L IH S T IH N IY AH N,palestinian,P AE L IH S T IH N IY AH N,"['palestinian', 'pakistanian', ""palestinians'"", 'palestinians', ""palestinian's""]"
1.0,1.0,philippine,phillipine,F IH L AH P IY N,philippine,F IH L AH P IY N,"['philippine', 'phillipine', 'phillipine', 'filippone', 'guillotine', 'finucane', 'phillabaum', 'philippic', 'filipek', 'silicone']"
1.0,1.0,philippines,philipines,F IH L AH P IY N Z,philippines,F IH L AH P IY N Z,"['philippines', ""philippines'"", 'phillipines', 'filipino', 'philippino', 'filomena', 'philomena', 'silicones', 'filippini', ""philips's"", ""phillips's""]"
1.0,1.0,philippines,phillipines,F IH L AH P IY N Z,philippines,F IH L AH P IY N Z,"['philippines', ""philippines'"", 'phillipines', 'filipino', 'philippino', 'filomena', 'philomena', 'silicones', 'filippini', ""philips's"", ""phillips's""]"
1.0,1.0,philippines,phillippines,F IH L AH P IY N Z,philippines,F IH L AH P IY N Z,"['philippines', ""philippines'"", 'phillipines', 'filipino', 'philippino', 'filomena', 'philomena', 'silicones', 'filippini', ""philips's"", ""phillips's""]"
1.0,1.0,portuguese,portugese,P AO R CH UW JH IY Z,portuguese,P AO R CH AH G IY Z,"['portuguese', 'refugees', ""refugees'"", 'prodigies', ""prodigy's"", 'mortuary', 'fortunes', ""fortune's"", 'fortuny', ""torumi's""]"
1.0,1.0,puccini,pucini,P UW CH IY N IY,puccini,P UW CH IY N IY,"['puccini', 'pacini', 'cugini', 'buccino', 'eugenie', 'picheny', 'pecina', 'pechiney', 'luciani', 'panini']"
1.0,1.0,rockefeller,rockerfeller,R AA K ER F EH L ER,rockefeller,R AA K AH F EH L ER,"['rockefeller', 'rockafellow', 'lagerfeld', 'racanelli', 'sommerfeld', 'rathskeller', ""rockefeller's"", 'rockefellers', 'vaccarella', 'brachfeld']"
1.0,1.0,russian,russion,R AH SH AH N,russian,R AH SH AH N,"['russian', 'rushin', 'ration', 'ration', 'rushes', ""russia's"", 'ruttan', 'rutten', 'rugen', 'rudden']"
0.0,0.0,russian,russina,R UW S IY N AH,rufina,R UW F IY N AH,"['rufina', 'rubina', 'rosina', 'ruffino', 'jusino', 'rossini', 'rosine', 'ruffini', 'susannah', 'rubino']"
1.0,1.0,saturday,saterday,S AE T ER D IY,saturday,S AE T ER D IY,"['saturday', 'satterlee', 'satterly', 'saturday', 'sitterly', 'battersea', ""saturn's"", 'saturns', 'satirize', 'satagaj']"
1.0,1.0,saturdays,saterdays,S AE T ER D IY Z,saturdays,S AE T ER D IY Z,"['saturdays', ""saturday's"", 'saturdays', ""saturday's"", ""cassidy's"", 'saugerties', ""sacirbey's"", 'maladies', 'synergies', ""synergy's""]"
0.0,0.0,sistine,sixtin,S IH K S T IH N,sixteen,S IH K S T IY N,"['sixteen', 'sixteen', 'sexton', 'saxton', 'sexting', 'dickstein', 'dickstein', 'sixties', ""sixty's"", 'recoton']"
1.0,1.0,spanish,spainish,S P EY N IH SH,spanish,S P AE N IH SH,"['spanish', 'stanish', 'spinning', 'spurning', 'slavish', 'spanning', 'spawning', 'spawning', 'spanos', 'spacing']"
0.0,0.0,time,tiem,T IY M,team,T IY M,"['team', 'teem', 'tame', 'deem', 'diem', 'deam', 'diehm', 'tome', 'temme', 'term']"
1.0,1.0,ukrainian,ukranian,Y UW K R EY N IY AH N,ukrainian,Y UW K R EY N IY AH N,"['ukrainian', 'eustachian', 'deukmejian', 'arslanian', 'vartanian', 'jordanian', 'suprenant', 'rumanian', 'draconian', 'purinton']"
0.0,0.0,valletta,valetta,V AH L EH T AH,voleta,V OW L EH T AH,"['voleta', 'walesa', 'valera', 'velotta', 'verneta', 'joletta', 'noleta', 'vedetta', 'coletta', 'colletta']"
0.0,1.0,wednesday,wendsay,W EH N D S EY,wendler,W EH N D L ER,"['wendler', 'arendsee', 'wednesday', 'wendell', 'wendel', 'wenders', 'wending', ""wendy's"", 'wintzer', 'windley']"
1.0,1.0,wednesday,wensday,W EH N Z D EY,wednesday,W EH N Z D EY,"['wednesday', 'wednesday', 'wenzler', 'wenzel', 'wenzl', 'wansley', 'winslow', 'wensel', 'wellesley', 'weniger']"
1.0,1.0,zionist,sionist,S AY AH N AH S T,zionist,Z AY AH N IH S T,"['zionist', 'sternest', 'pianist', 'slimmest', 'pianist', 'pianist', 'cyclist', 'biovest', 'slickest', 'signpost']"
1.0,1.0,zionists,sionists,S AY AH N IH S T S,zionists,Z AY AH N IH S T S,"['zionists', 'pianists', ""pianist's"", 'cyclists', 'scientists', 'agonists', 'nihilists', 'realists', 'signposts', 'loyalists']"
1.0,1.0,abandon,abondon,AH B AA N D AH N,abandon,AH B AE N D AH N,"['abandon', 'zbinden', 'rwandan', 'abounding', 'abingdon', 'abortion', 'abounded', 'addendum', 'opinion', ""o'banion"", 'obanion']"
1.0,1.0,abandoned,abondoned,AH B AA N D AH N D,abandoned,AH B AE N D AH N D,"['abandoned', 'abundant', 'abundance', 'abandons', 'ascendant', 'attendant', 'ascendance', 'attendance', 'rwandans', ""rwandan's""]"
1.0,1.0,abandoning,abondoning,AH B AA N D AH N IH NG,abandoning,AH B AE N D AH N IH NG,"['abandoning', 'clendening', 'glendening', 'underpinning', 'undermining', 'underlining', 'pardoning', 'bundling', 'abundance', 'abundant']"
1.0,1.0,abandons,abondons,AH B AA N D AH N Z,abandons,AH B AE N D AH N Z,"['abandons', 'abundance', 'abandoned', 'abundant', 'rwandans', ""rwandan's"", 'ascendance', 'attendance', 'abortions', 'addendums']"
1.0,1.0,aberration,aberation,AE B ER EY SH AH N,aberration,AE B ER EY SH AH N,"['aberration', 'adoration', 'apparition', 'operation', 'alsatian', 'abrasion', 'aviation', 'aviacion', 'obsession', 'ideation']"
1.0,1.0,bout,baout,B AW T,bout,B AW T,"['bout', 'bowed', 'pout', 'bat', 'batt', 'batte', 'bhatt', 'fout', 'gout', 'doubt', 'doutt']"
0.0,0.0,bout,boaut,B OW AO T,brought,B R AO T,"['brought', 'bolt', 'boldt', 'bolte', 'boast', 'bonet', 'brott', 'blot', 'peyot', 'boward']"
1.0,1.0,absence,absense,AE B S EH N S,absence,AE B S AH N S,"['absence', 'absinthe', 'absent', 'incense', 'incense', 'accent', 'axons', ""amgen's"", 'abeyance', 'upsets', 'upsets']"
0.0,0.0,absorbed,asorbed,AH S AO R B D,adorned,AH D AO R N D,"['adorned', 'astride', 'alarmed', 'unarmed', 'asarco', 'affords', 'accords', ""accord's"", 'assaults', 'awards']"
1.0,1.0,absorption,absorbsion,AH B Z AO R B SH AH N,absorption,AH B Z AO R P SH AH N,"['absorption', 'absorption', 'absorbent', 'absorbers', 'absorbing', 'proportion', 'contortion', 'absorbency', 'abortion', 'abortionists']"
1.0,1.0,absorption,absorbtion,AH B Z AO R B SH AH N,absorption,AH B Z AO R P SH AH N,"['absorption', 'absorption', 'absorbent', 'absorbers', 'absorbing', 'proportion', 'contortion', 'absorbency', 'abortion', 'abortionists']"
1.0,1.0,abuts,abutts,AH B AH T S,abuts,AH B AH T S,"['abuts', ""abbott's"", 'abates', ""about's"", ""o'nuts"", 'averts', 'eberts', 'abitz', 'obits', 'obits']"
1.0,1.0,acceptable,acceptible,AE K S EH P T AH B AH L,acceptable,AE K S EH P T AH B AH L,"['acceptable', 'acceptable', 'acceptably', 'susceptible', 'perceptible', 'exceptional', 'inseparable', 'acceptably', 'receptacle', 'collectible']"
1.0,1.0,accessible,accessable,AE K S EH S AH B AH L,accessible,AE K S EH S AH B AH L,"['accessible', 'addressable', 'excitable', 'actionable', 'resettable', 'ancestral', 'accidental', 'impassable', 'applicable', 'serviceable']"
0.0,0.0,ascension,accension,AH K S EH N SH AH N,exception,IH K S EH P SH AH N,"['exception', 'dissension', 'inception', 'invention', 'axelsen', 'ulceration', 'excedrin', 'objection', 'laurentian', 'reception']"
0.0,1.0,accidentally,accidently,AE K S AH D AH N T L IY,accidently,AE K S AH D AH N T L IY,"['accidently', 'excellently', 'accidentally', 'accidental', 'occidental', 'stridently', 'abundantly', 'accidentally', 'accidents', ""accident's""]"
0.0,0.0,acclimatization,acclimitization,AH K L IH M AH T AH Z EY SH AH N,politicization,P AH L IH T AH S AH Z EY SH AH N,['politicization']
1.0,1.0,accommodate,accomadate,AE K OW M AH D EY T,accommodate,AH K AA M AH D EY T,"['accommodate', 'amputate', 'candidate', 'accommodates', 'commutate', 'acclimate', 'accident', 'activate', 'affidavit', 'aqueduct']"
1.0,1.0,accommodate,accomodate,AH K AA M AH D EY T,accommodate,AH K AA M AH D EY T,"['accommodate', 'assimilate', 'accomplice', 'candidate', 'agglomerate', 'carmelite', 'comedies', ""comedy's"", 'commutate', 'conjugate', 'conjugate']"
1.0,1.0,accommodated,accomadated,AH K AA M AH D EY T IH D,accommodated,AH K AA M AH D EY T AH D,"['accommodated', 'accommodative', 'accommodating', 'accommodation', 'assimilated', 'culminated', 'accommodates', 'conjugated', 'conjugated', 'carbonated']"
1.0,1.0,accommodated,accomodated,AH K AA M AH D EY T IH D,accommodated,AH K AA M AH D EY T AH D,"['accommodated', 'accommodative', 'accommodating', 'accommodation', 'assimilated', 'culminated', 'accommodates', 'conjugated', 'conjugated', 'carbonated']"
0.0,0.0,accommodates,accomadates,AE K OW M AE D AH T S,accidents,AE K S AH D AH N T S,"['accidents', ""accident's"", 'aqueducts', 'candidates', ""candidate's"", ""candidates'"", 'enactments', 'copayments', 'comatose', ""acmat's""]"
1.0,1.0,accommodates,accomodates,AH K AA M AH D EY T S,accommodates,AH K AA M AH D EY T S,"['accommodates', 'candidates', ""candidate's"", ""candidates'"", 'accommodated', 'accommodating', 'accommodative', 'conjugates', 'conjugates', 'allotments']"
1.0,1.0,accommodating,accomadating,AH K AA M AH D EY T IH NG,accommodating,AH K AA M AH D EY T IH NG,"['accommodating', 'accommodative', 'accommodated', 'assimilating', 'accommodation', 'culminating', 'accommodates', 'consummating', 'nominating', 'dominating']"
1.0,1.0,accommodating,accomodating,AH K AA M AH D EY T IH NG,accommodating,AH K AA M AH D EY T IH NG,"['accommodating', 'accommodative', 'accommodated', 'assimilating', 'accommodation', 'culminating', 'accommodates', 'consummating', 'nominating', 'dominating']"
1.0,1.0,accommodation,accomadation,AH K AA M AH D EY SH AH N,accommodation,AH K AA M AH D EY SH AH N,"['accommodation', 'abomination', 'accommodated', 'accommodating', 'accommodative', 'assimilation', 'culmination', 'connotation', 'agglomeration', 'commutation']"
1.0,1.0,accommodation,accomodation,AH K AA M AH D EY SH AH N,accommodation,AH K AA M AH D EY SH AH N,"['accommodation', 'abomination', 'accommodated', 'accommodating', 'accommodative', 'assimilation', 'culmination', 'connotation', 'agglomeration', 'commutation']"
1.0,1.0,accommodations,accomodations,AH K AA M AH D EY SH AH N Z,accommodations,AH K AA M AH D EY SH AH N Z,"['accommodations', 'abominations', 'connotations', 'conjugations', 'combinations', 'compilations', 'consolations', 'accommodated', 'abomination', 'nominations']"
1.0,1.0,accompanied,accompanyed,AH K AH M P AH N IY D,accompanied,AH K AH M P AH N IY D,"['accompanied', 'accompanies', 'companies', ""companies'"", ""companies's"", ""company's"", 'accompanying', 'accompanist', 'occupancy', 'assumptions']"
1.0,1.0,accomplish,acomplish,AH K AA M P L IH SH,accomplish,AH K AA M P L IH SH,"['accomplish', 'accomplice', 'accompli', 'accompli', 'kemplin', 'abolishing', 'abolishes', 'mcmillin', 'copelin', 'compiling']"
1.0,1.0,accomplished,acomplished,AH K AA M P L IH SH T,accomplished,AH K AA M P L IH SH T,"['accomplished', 'unpublished', 'accomplishes', 'accomplishing', 'accomplice', 'comprint', 'accomplish', 'competent', 'accompli', 'uncomplete']"
1.0,1.0,accomplishment,acomplishment,AH K AA M P L IH SH M AH N T,accomplishment,AH K AA M P L IH SH M AH N T,"['accomplishment', 'accompaniment', 'accomplishments', 'accompaniments', 'complement', 'complements', 'accomplished']"
1.0,1.0,accomplishments,acomplishments,AH K AA M P L IH SH M AH N T S,accomplishments,AH K AA M P L IH SH M AH N T S,"['accomplishments', 'accompaniments', 'accomplishment', 'complements']"
1.0,1.0,according,acording,AH K AO R D IH NG,according,AH K AO R D IH NG,"['according', 'affording', 'awarding', 'accorded', 'aborting', 'scalding', 'scorching', 'adorning', 'accosting', 'acordia']"
1.0,1.0,accuracy,acuracy,AE K Y ER AH S IY,accuracy,AE K Y ER AH S IY,"['accuracy', 'acuity', 'ecstasy', 'annually', 'actually', 'literacy', ""acura's"", 'acuras', 'acuson', 'accessory']"
0.0,0.0,accused,accussed,AH K AH S T,accost,AH K AO S T,"['accost', 'occult', 'adjust', 'aghast', 'august', 'august', 'aug', 'auguste', 'attest', 'assist']"
1.0,1.0,accustom,acustom,AH K AH S T AH M,accustom,AH K AH S T AH M,"['accustom', 'augustus', ""augusta's"", 'accosted', 'augustus', 'accosting', 'acoustic', 'assisted', 'adjusting', 'anastas']"
1.0,1.0,accustomed,acustommed,AH K AH S T AH M D,accustomed,AH K AH S T AH M D,"['accustomed', 'unsettled', 'unbuttoned', 'accosted', 'customs', 'customer', 'ekstrand', ""augusta's"", 'stumbled', 'assisted']"
1.0,1.0,achieve,acheive,AH CH IY V,achieve,AH CH IY V,"['achieve', 'aleve', 'aviv', 'unnerve', 'ashis', 'ashish', 'above', 'achoa', 'steve', 'stieve']"
0.0,0.0,archive,achive,AH CH AY V,achieve,AH CH IY V,"['achieve', 'alive', ""o'five"", 'unnerve', 'assign', 'outshine', 'above', 'aside', 'affine', 'achoa']"
1.0,1.0,achieved,acheived,AH CH IY V D,achieved,AH CH IY V D,"['achieved', 'achieves', 'achieva', 'achiever', 'unpaved', 'appeased', 'afield', 'appealed', 'akiva', 'aeneid']"
0.0,0.0,archived,achived,AH CH AY V D,achieved,AH CH IY V D,"['achieved', 'achieves', 'unpaved', 'assigned', 'achieva', 'achiever', 'affined', 'attired', 'aligned', 'thrived']"
1.0,1.0,achievement,acheivement,AH CH AY V M AH N T,achievement,AH CH IY V M AH N T,"['achievement', 'assignment', 'alignment', 'adjournment', 'attainment', 'atonement', 'assessment', 'attachment', 'amazement', 'appeasement']"
1.0,1.0,achievement,acheivment,AH CH AY V M AH N T,achievement,AH CH IY V M AH N T,"['achievement', 'assignment', 'alignment', 'adjournment', 'attainment', 'atonement', 'assessment', 'attachment', 'amazement', 'appeasement']"
