correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,0.0,automatically,autoamlly,AO T OW M L IY,awesomely,AO S AH M L IY,"['awesomely', 'timely', 'homely', 'normally', 'warmly', 'tolly']"
0.0,1.0,bankrupt,bankrot,B AE NG K R AH T,banquet,B AE NG K W AH T,"['banquet', 'basket', 'bankrupt', 'banknote', 'bankroll', 'bancroft', 'banquets', 'bankcard', 'blanked', 'blanket']"
1.0,1.0,basically,basicly,B EY S IH K L IY,basically,B EY S IH K L IY,"['basically', 'brusquely', 'briskly', 'basics', 'bicycle', 'cynically', 'surgically', 'brinkley', 'stoically', 'basic']"
1.0,1.0,battalion,batallion,B AH T AE L Y AH N,battalion,B AH T AE L Y AH N,"['battalion', 'medallion', 'battalions', 'stallion', 'italian']"
1.0,1.0,beginning,beggining,B EH G IH N IH NG,beginning,B IH G IH N IH NG,"['beginning', 'bargaining', 'beckoning', 'beginnings', 'bemoaning', 'bending', 'begging', 'binning']"
0.0,0.0,beginning,beging,B IH G IH NG,bicking,B IH K IH NG,"['begging', 'bugging', 'bagging', 'bogging', 'gigging', 'digging', 'bidding', 'rigging', 'bitting', 'binning']"
1.0,1.0,beginning,bigginging,B IH G IH NG IH NG,beginning,B IH G IH N IH NG,"['beginning', 'bringing', 'belonging', 'begetting', 'beguiling', 'befitting', 'beginnings']"
0.0,0.0,behavior,behaviour,B IH HH EY V Y ER,behaviour,B IH HH EY V Y ER,"['behaviour', 'behaved', 'behaves', 'behaviours', 'behaving', 'behave']"
1.0,1.0,behaviour,behavior,B IH HH EY V Y ER,behaviour,B IH HH EY V Y ER,"['behaviour', 'behaved', 'behaves', 'behaviours', 'behaving', 'behave']"
1.0,1.0,believe,beleive,B AH L IY V,believe,B IH L IY V,"['believe', 'baleen', 'believer', 'belief', 'bellied', 'belize', 'bellies', 'bleep', 'relieve', 'bereave']"
0.0,1.0,believe,belive,B IH L IH V,belove,B IH L AH V,"['believe', 'billet', 'billing', 'believer', 'deliver', 'bailiff', 'belief', 'village', 'billon', 'behave']"
0.0,0.0,benefits,benidifs,B EH N IH D IH F S,benedix,B EH N AH D IH K S,['bendix']
0.0,0.0,better,metter,M EH T ER,metter,M EH T ER,"['matter', 'mater', 'mater', 'mutter', 'mitre', 'mete', 'motor', 'meter', 'metre', 'mater']"
0.0,0.0,bleat,blait,B L EY T,blade,B L EY D,"['blade', 'blight', 'plate', 'plait', 'blurt', 'bloat', 'blot', 'blake', 'blame', 'blaze', 'blase']"
0.0,1.0,boycott,boygot,B OY G AH T,bigot,B IH G AH T,"['bigot', 'boycott', 'beget', 'becket', 'piggott', 'baguette', 'begat', 'braga', 'bogus', 'bogle']"
1.0,1.0,broccoli,brocolli,B R AA K L IY,broccoli,B R AA K L IY,"['broccoli', 'bromley', 'buckley', 'berkeley', 'boxy', 'barley', 'shockley', 'broadly', 'broccoli', 'brolly']"
0.0,0.0,browse,bbrose,B R OW Z,brose,B R OW Z,"['brose', 'pros', 'prose', 'blows', 'burrows', 'burroughs', 'boroughs', 'burros', 'breeze', 'braise']"
0.0,0.0,buoyant,bouyant,B UW Y AA N T,poussaint,P UW S AA N T,['dupont']
1.0,1.0,bureau,beauro,B OW UH R OW,bureau,B Y UH R OW,"['bureau', 'bozo', 'bono', 'barrow', 'biro', 'barrow', 'borrow', 'borrower', 'dobro', 'brio']"
1.0,1.0,bureaucracy,beaurocracy,B OW R AA K R AH S IY,bureaucracy,B Y UH R AA K R AH S IY,['bureaucracy']
0.0,0.0,bureaucracy,buracracy,B Y UW R AH K R AE S IY,bureaucrats,B Y UH R AH K R AE T S,['bureaucrats']
0.0,0.0,bureaucracy,burracracy,B ER AE K R AH S IY,,,[]
0.0,0.0,bush,buch,B AH CH,buch,B AH CH,"['budge', 'bitch', 'birch', 'burch', 'batch', 'botch', 'boche', 'beach', 'beech', 'bus', 'buss']"
0.0,0.0,butter,buder,B Y UW D ER,buder,B Y UW D ER,"['tudor', 'butte', 'bute', 'viewed', 'feud', 'blued', 'brood', 'brewed', 'cued', 'buhl']"
1.0,1.0,butter,budr,B AH D ER,butter,B AH T ER,"['butter', 'bidder', 'birder', 'buddy', 'bugger', 'buzzer', 'buds', 'bummer', 'shudder', 'rudder']"
0.0,0.0,butter,budter,B AH D T ER,buster,B AH S T ER,"['buster', 'bust', 'bused', 'bussed', 'buddy', 'buds', 'bunt', 'bucked', 'batterer', 'barter']"
0.0,0.0,button,buton,B Y UW T AH N,butane,B Y UW T EY N,"['butane', 'butane', 'buran', 'butyl', 'futile', 'buccal', 'beauty', 'beauties', 'cumin', 'fusion']"
1.0,1.0,caller,cauler,K AO L ER,caller,K AO L ER,"['caller', 'collar', 'callie', 'keller', 'faller', 'colour', 'culler', 'killer', 'coll', 'caul']"
0.0,0.0,came,gamne,G AE M N,gamp,G AE M P,"['gamp', 'gamma', 'grams', 'grahams', 'grammar', 'grammy', 'gan', 'gammon', 'camp', 'gavin']"
0.0,0.0,caveats,cravets,K R AE V AH T S,kravetz,K R AE V IH T S,"['covets', 'carrots', 'cavity', 'gravitas', 'crafts', 'privates', 'gravity', 'brackets', 'carrots', 'carats']"
1.0,1.0,cemetery,cemetary,S EH M AH T EH R IY,cemetery,S EH M AH T EH R IY,"['cemetery', 'cemetery', 'seminary', 'secretary', 'cemeteries', 'solitary', 'cometary', 'symmetry', 'emissary', 'sedentary']"
1.0,1.0,changing,changeing,CH EY N JH IH NG,changing,CH EY N JH IH NG,"['changing', 'ranging', 'arranging', 'changes', 'chaining', 'charging', 'nanjing', 'changed', 'changer', 'chanting']"
1.0,1.0,cheat,cheet,CH IY T,cheat,CH IY T,"['cheat', 'sheet', 'chert', 'chit', 'seat', 'chat', 'cheek', 'cheap', 'teat', 'wheat']"
0.0,1.0,circle,cicle,S IH K AH L,sickle,S IH K AH L,"['sickle', 'suckle', 'circle', 'cycle', 'fickle', 'sicken', 'pickle', 'tickle', 'sibyl', 'civil']"
0.0,1.0,circle,circue,S ER K Y UW,spew,S P Y UW,"['spew', 'screw', 'skew', 'curfew', 'purview', 'askew', 'sergio', 'skewer', 'circus', 'circle']"
1.0,1.0,circumstances,circumstaces,S ER K AH M S T EY S IH Z,circumstances,S ER K AH M S T AE N S IH Z,['circumstances']
0.0,1.0,club,clob,K L AA B,glob,G L AA B,"['glob', 'club', 'clog', 'clock', 'blob', 'slob', 'clos', 'clot', 'clark', 'clarke']"
0.0,0.0,cockamamie,cocamena,K OW K AH M IY N AH,cocanino,K OW K AH N IY N OW,[]
0.0,1.0,colleague,colleaque,K AH L IY K,kmiec,K AH M IY K,"['cacique', 'critique', 'colleague', 'collate', 'creek', 'creak', 'clique', 'cleek', 'cully', 'click']"
0.0,0.0,colloquialism,colloquilism,K AA L AH K W IH L IH Z AH M,,,[]
0.0,0.0,colon,coaln,K OW L N,kiln,K IH L N,"['kiln', 'cohen', 'coles', 'coals', 'kohls', 'colt', 'coli', 'coley', 'cola', 'cold']"
1.0,1.0,column,columne,K AA L AH M,column,K AA L AH M,"['column', 'solemn', 'polymer', 'calmer', 'harlem', 'golem', 'collin', 'columns', 'calm', 'columned']"
0.0,1.0,combo,cumba,K AH M B AH,kimba,K IH M B AH,"['cumber', 'gamba', 'gumbo', 'camber', 'combo', 'culpa', 'humber', 'comfy', 'simba', 'number']"
0.0,1.0,commercials,commerciasl,K AH M ER SH AH S L,commercial,K AH M ER SH AH L,"['commercial', 'commercials', 'commercially']"
1.0,1.0,commitment,comitmment,K AH M IH T M AH N T,commitment,K AH M IH T M AH N T,"['commitment', 'commitments', 'committeeman', 'combatant']"
1.0,1.0,commitment,comittmen,K AH M IH T M EH N,commitment,K AH M IH T M AH N T,"['commitment', 'committeeman']"
1.0,1.0,commitment,comittmend,K AH M IH T M EH N D,commitment,K AH M IH T M AH N T,"['commitment', 'committeeman']"
1.0,1.0,committed,commited,K AH M IH T IH D,committed,K AH M IH T IH D,"['committed', 'committing', 'comforted', 'permitted', 'coveted', 'committees', 'committal', 'limited', 'ltd', 'commits']"
0.0,0.0,committee,comitte,K AH M IH T,commit,K AH M IH T,"['commit', 'kermit', 'summit', 'coming', 'cumming', 'comfort', 'commode', 'gamete', 'comet', 'permit', 'permit']"
1.0,1.0,committee,commitee,K AH M IH T IY,committee,K AH M IH T IY,"['committee', 'comity', 'commits', 'committees', 'commit', 'comely', 'camilla', 'committing', 'committal', 'comfy']"
1.0,1.0,companies,companys,K AH M P AH N IY Z,companies,K AH M P AH N IY Z,"['companies', 'company', 'compagnie', 'accompanies', 'accompanied', 'compounds', 'accompany', 'comeuppance', 'comanches', 'complains']"
0.0,0.0,compiler,comiler,K AA M AH L ER,kimler,K IH M AH L ER,"['commoner', 'pommel', 'camel', 'cobble', 'common', 'comet', 'koppel', 'rommel', 'caudal', 'coddle']"
0.0,0.0,complicated,compicated,K AA M P IH K EY T IH D,complicates,K AA M P L IH K EY T S,['complicates']
0.0,0.0,computer,comupter,K AH M AH P T ER,sumpter,S AH M P T ER,"['sumpter', 'comforter', 'commuter', 'compete', 'compiler', 'composer', 'competes', 'dumpster', 'composure']"
1.0,1.0,congratulations,congradulations,K AH N G R AE JH AH L EY SH AH N Z,congratulations,K AH N G R AE CH AH L EY SH AH N Z,"['congratulations', 'congratulation']"
1.0,1.0,consensus,concensus,K AH N S EH N S AH S,consensus,K AH N S EH N S AH S,"['consensus', 'consents', 'contentious', 'consensual']"
0.0,1.0,consonant,consident,K AA N S AH D AH N T,confident,K AA N F AH D AH N T,"['confident', 'consonant', 'constant', 'coincident', 'confidante', 'confidant', 'condiment', 'continent', 'incident', 'oxidant']"
0.0,0.0,constant,contast,K AA N T AE S T,contest,K AA N T EH S T,"['contest', 'contact', 'contrast', 'contest', 'contract', 'content', 'contrast', 'contacts', 'canasta', 'contrasts']"
0.0,0.0,constant,contastant,K AH N T AE S T AH N T,contestant,K AH N T EH S T AH N T,"['contestant', 'consistent', 'contrasted', 'contestants', 'consultant', 'contaminate']"
0.0,0.0,continue,contunie,K AH N T UW N IY,contini,K AH N T IY N IY,"['container', 'kentucky', 'content', 'contains', 'contained', 'contend', 'contain', 'country', 'contusion', 'currently']"
0.0,0.0,contribution,conibation,K AA N AH B EY SH AH N,connotation,K AA N AH T EY SH AH N,"['connotation', 'collocation', 'conjugation', 'consummation', 'convocation', 'consolation', 'connotations', 'carnation']"
0.0,1.0,coolly,cooly,K UW L IY,cooley,K UW L IY,"['cooley', 'coulee', 'coolly', 'cooler', 'coli', 'coley', 'coyly', 'curly', 'cully', 'cali', 'collie', 'colly']"
0.0,1.0,coping,copping,K AA P IH NG,copping,K AA P IH NG,"['copping', 'coughing', 'popping', 'cocking', 'coping', 'capping', 'keeping', 'hopping', 'conning', 'topping']"
0.0,0.0,cosmopolitan,cosmoplyton,K AO Z M AH P L AY T AH N,,,[]
0.0,0.0,court,courst,K AO R S T,karst,K AA R S T,"['karst', 'coarser', 'courser', 'forced', 'cost', 'horst', 'horsed', 'chorus', 'coast', 'kissed', 'kist']"
1.0,1.0,crazy,crasy,K R EY Z IY,crazy,K R EY Z IY,"['crazy', 'craigie', 'casey', 'crazed', 'grazier', 'gracie', 'cosy', 'cressy', 'causey', 'cagey']"
1.0,1.0,credibility,credetability,K R EH D AH T AH B IH L IH T IY,credibility,K R EH D AH B IH L IH T IY,['credibility']
0.0,0.0,critique,criqitue,K R IH K IH CH UW,crickets,K R IH K IH T S,"['crickets', 'cricket']"
1.0,1.0,critique,ctitique,K T IH T IY K,critique,K R IH T IY K,"['critique', 'critique', 'critic', 'critiques', 'critiqued', 'chaotic', 'chirico', 'celtic', 'cultic', 'caustic']"
1.0,1.0,croak,croke,K R OW K,croak,K R OW K,"['croak', 'cloak', 'crick', 'creek', 'creak', 'crack', 'crock', 'kroc', 'broke', 'crook']"
0.0,0.0,crucified,crusifed,K R UW Z IH F T,cruises,K R UW Z IH Z,"['cruises', 'cruising']"
1.0,1.0,crucifixion,crucifiction,K R UW S IH F IH K SH AH N,crucifixion,K R UW S IH F IH K SH AH N,['crucifixion']
1.0,0.0,customization,custamisation,K AH S T AE M IH Z EY SH AH N,customization,K AH S T AH M IH Z EY SH AH N,[]
1.0,1.0,daily,daly,D EY L IY,daily,D EY L IY,"['daily', 'daley', 'delhi', 'deli', 'dilly', 'doily', 'dally', 'dolly', 'dali', 'dalai', 'dollie']"
0.0,0.0,dangerous,danguages,D AE NG G W IH JH IH Z,languages,L AE NG G W IH JH IH Z,"['languages', 'languishes']"
0.0,1.0,dangle,dongle,D AO NG G AH L,dengel,D EH NG G AH L,"['dingle', 'dangle', 'dangler', 'mongol', 'tingle', 'tangle', 'bengal', 'wrangell', 'wrangle', 'bingle']"
0.0,1.0,decision,disition,D IH Z IH SH AH N,desertion,D IH Z ER SH AH N,"['desertion', 'decision', 'division', 'physician', 'position', 'devotion', 'demotion', 'deletion', 'sedition', 'diction']"
1.0,1.0,defence,defense,D IH F EH N S,defence,D IH F EH N S,"['defence', 'defend', 'difference', 'difference', 'defines', 'defender', 'defiance', 'defined', 'depend', 'defeats']"
0.0,0.0,defense,defence,D IH F EH N S,defence,D IH F EH N S,"['defence', 'defend', 'difference', 'difference', 'defines', 'defender', 'defiance', 'defined', 'depend', 'defeats']"
0.0,0.0,defiantly,defenly,D IH F EH N L IY,divinely,D IH V AY N L IY,"['divinely', 'defender', 'differently', 'directly', 'defends', 'defence', 'defend', 'immensely', 'friendly']"
1.0,1.0,definite,definate,D EH F AH N EY T,definite,D EH F AH N AH T,"['definite', 'detonate', 'detonator', 'hyphenate', 'deficit', 'decimate', 'deference', 'deference', 'deafening', 'dominate']"
1.0,1.0,definitely,definately,D EH F AH N AH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'differently', 'infinitely', 'delicately', 'eminently', 'defiantly', 'definite', 'indefinitely']"
0.0,1.0,deities,dieties,D AY AH T IY Z,dieters,D AY AH T ER Z,"['dieters', 'deities', 'diocese', 'dioceses', 'varieties', 'ditties', 'hyades', 'rioters', 'duties', 'diaries']"
1.0,1.0,dependable,dependeble,D IH P EH N D AH B AH L,dependable,D IH P EH N D AH B AH L,"['dependable', 'defensible', 'spendable', 'dispensable', 'expendable']"
0.0,1.0,description,descrption,D IH S K R P SH AH N,discretion,D IH S K R EH SH AH N,"['discretion', 'deception', 'discussion', 'description', 'disruption', 'descriptions', 'inscription', 'distortion', 'excretion', 'dissipation']"
1.0,1.0,description,descrptn,D IH S K R AH P T AH N,description,D IH S K R IH P SH AH N,"['description', 'disruption']"
1.0,0.0,desiccate,dessicate,D EH S AH K EY T,desiccate,D EH S AH K EY T,"['desecrate', 'dedicate', 'decimate', 'desolate', 'deprecate', 'dissipate', 'desecrate', 'delegate', 'delicate', 'educator']"
1.0,1.0,despair,dispair,D IH S P EH R,despair,D IH S P EH R,"['despair', 'dispel', 'disappear', 'disappear', 'despaired', 'despairs', 'dispatch', 'disperse', 'despise', 'despite']"
0.0,0.0,desperate,desparate,D IH S P EH R IH T,disparate,D IH S P EH R IH T,"['disparate', 'disparage', 'despairing', 'disparate', 'despaired', 'dispelling', 'despairs', 'dispensed', 'disparaged', 'disparity']"
1.0,1.0,destroy,distroy,D IH S T R OY,destroy,D IH S T R OY,"['destroy', 'destroyed', 'destroyer', 'destroys', 'bistro', 'disturb', 'history', 'disarray', 'distal', 'distil']"
1.0,1.0,development,developement,D IH V EH L AH P M AH N T,development,D IH V EH L AH P M AH N T,"['development', 'developments', 'redevelopment']"
0.0,0.0,development,develpond,D EH V AH L P AA N D,,,[]
0.0,0.0,developments,develepment,D EH V AH L EH P M AH N T,,,[]
1.0,1.0,dictionary,ductioneery,D AH K SH AH N IH R IY,dictionary,D IH K SH AH N EH R IY,['dictionary']
1.0,1.0,dinosaur,dinasaur,D IH N AH S AO R,dinosaur,D AY N AH S AO R,"['dinosaur', 'dinosaurs']"
1.0,1.0,dinosaur,dinasour,D IH N AH S AO R,dinosaur,D AY N AH S AO R,"['dinosaur', 'dinosaurs']"
0.0,1.0,directly,direcyly,D AY R S AY L IY,dorsally,D AO R S AH L IY,"['dorsally', 'directly', 'dryly']"
0.0,1.0,disagree,diagree,D AY AH G R IY,degree,D IH G R IY,"['degree', 'disagree', 'diagram', 'debris', 'dietary', 'hungry', 'desiree', 'binary', 'diocese', 'dioceses']"
0.0,1.0,discuss,discuess,D IH S K Y UW AH S,disputes,D IH S P Y UW T S,"['disputes', 'deciduous', 'disuse', 'disabuse', 'discusses', 'excuse', 'innocuous', 'discuss', 'discus']"
0.0,1.0,discussion,disssicion,D IH S IH SH AH N,decision,D IH S IH ZH AH N,"['decision', 'desertion', 'rescission', 'recession', 'secession', 'division', 'demotion', 'diction', 'discussion', 'deletion']"
1.0,1.0,dissect,disect,D IH S EH K T,dissect,D AY S EH K T,"['dissect', 'direct', 'defect', 'detect', 'descent', 'dissent', 'director', 'defector', 'detector', 'dissenter']"
1.0,1.0,dissipate,disippate,D IH S AH P EY T,dissipate,D IH S AH P EY T,"['dissipate', 'disappear', 'despite', 'disappear', 'dissipates', 'decimate', 'desolate', 'disparate', 'disrupt', 'dispersed']"
1.0,1.0,distant,destint,D IH S T IH N T,distant,D IH S T AH N T,"['distant', 'destined', 'distend', 'district', 'dissident', 'dissenter', 'distilled', 'distance', 'deerskin', 'distaste']"
1.0,1.0,distort,distart,D IH S T AA R T,distort,D IH S T AO R T,"['distort', 'discard', 'restart', 'disbarred', 'distant', 'distaste', 'discharge', 'discharge', 'upstart', 'distrust']"
0.0,1.0,distract,distarct,D IH S T AA R K T,distinct,D IH S T IH NG K T,"['distinct', 'distort', 'distract', 'destruct', 'district', 'distorts', 'distraught', 'distrust', 'distressed']"
1.0,1.0,divulge,devulge,D IH V AH L JH,divulge,D IH V AH L JH,"['divulge', 'divulge', 'devils', 'divulged', 'devolve', 'diverge', 'tivoli', 'drivel', 'disallow', 'devil']"
0.0,0.0,documentation,documtations,D AA K AH M T EY SH AH N Z,,,[]
0.0,0.0,dog,dag,D AE G,dag,D AE G,"['dag', 'dak', 'tag', 'dig', 'doug', 'dug', 'rag', 'gag', 'bag', 'dab']"
0.0,1.0,dog,doog,D UW G,duke,D UW K,"['duke', 'dude', 'doug', 'dug', 'dues', 'dews', 'dig', 'dag', 'doom', 'dog']"
1.0,1.0,download,doenload,D OW N L OW D,download,D AW N L OW D,"['download', 'overload', 'boatload', 'unload', 'downloads', 'unloads', 'donald', 'doled']"
0.0,1.0,draft,deaft,D IY F T,deft,D EH F T,"['deft', 'daft', 'beefed', 'leafed', 'drift', 'draft', 'draught', 'briefed', 'tuft', 'taft']"
1.0,1.0,dramatically,dramaticly,D R AH M AE T IH K L IY,dramatically,D R AH M AE T IH K L IY,"['dramatically', 'thematically', 'dramatically', 'automatically', 'dogmatically', 'dramatics', 'romantically', 'drastically', 'grammatical', 'dramatic']"
0.0,1.0,drunkenness,drunkeness,D R AH NG K N AH S,frankness,F R AE NG K N AH S,"['frankness', 'darkness', 'drunken', 'directness', 'drunks', 'drunkenness']"
0.0,0.0,due,dur,D ER,der,D ER,"['der', 'ter', 'de', 'duh', 'dah', 'die', 'dye', 'day', 'de', 'dey']"
0.0,0.0,during,duren,D UH R AH N,duren,D UH R AH N,"['durham', 'durum', 'durrell', 'urine', 'darren', 'dayan', 'dion', 'dian', 'dewan', 'turin']"
0.0,1.0,dynamic,dymatic,D AY M AE T IH K,dramatic,D R AH M AE T IH K,"['dramatic', 'rheumatic', 'dynamic', 'thematic', 'pneumatic', 'asthmatic', 'dogmatic', 'dogmatic', 'dynastic', 'didactic']"
0.0,1.0,dynamic,dynaic,D AY N EY IH K,dinius,D AY N IY IH S,"['heinrich', 'dynamic', 'ironic', 'dining']"
1.0,1.0,ecstasy,ecstacy,EH K S T AH S IY,ecstasy,EH K S T AH S IY,"['ecstasy', 'extant', 'extra', 'extras', 'courtesy', 'texts', 'testily', 'custody', 'destiny', 'exodus']"
0.0,0.0,efficacy,efficity,IH F IH S AH T IY,ferocity,F ER AA S AH T IY,"['ferocity', 'elicits', 'illicit', 'felicity', 'efficient', 'falsity', 'fiercest']"
0.0,0.0,efficient,efficat,EH F IH K AE T,affixed,AH F IH K S T,"['affixed', 'efficacy', 'fixed', 'perfect']"
1.0,1.0,efforts,effots,EH F AH T S,efforts,EH F ER T S,"['efforts', 'emirates', 'abuts', 'agates', 'officer', 'epochs', 'airbus', 'rufus', 'edits', 'surface']"
0.0,1.0,elegant,elagent,EH L IH JH AH N T,religion,R IH L IH JH AH N,"['religion', 'religion', 'elegant', 'element', 'elephant', 'diligent', 'oliphant', 'flippant', 'emergent', 'exigent']"
0.0,0.0,elegant,elligit,EH L IH JH IH T,clagett,K L AE JH IH T,"['elicit', 'bridget', 'brigitte', 'bridgette', 'bridgett', 'relished', 'airlift', 'legit', 'legit', 'widget']"
0.0,0.0,embarrass,embarass,EH M B ER AE S,embrace,EH M B R EY S,"['embrace', 'embers', 'embassy', 'emirates', 'emirates', 'ember', 'morass']"
1.0,1.0,embarrass,embaress,IH M B EH R AH S,embarrass,IH M B EH R AH S,"['embarrass', 'embarrassed', 'imperil', 'embarks', 'embezzle', 'embrace', 'imbecile', 'merits', 'berets', 'barest']"
0.0,0.0,embarrassment,embarassment,EH M B ER AE S M AH N T,embankment,EH M B AE NG K M AH N T,['embankment']
